County_State,County,State,Year,Unemployment_Rate
"Arkansas County, AR",Arkansas County,Arkansas,2012,8.4
"Arkansas County, AR",Arkansas County,Arkansas,2013,7.1
"Arkansas County, AR",Arkansas County,Arkansas,2014,5.2
"Arkansas County, AR",Arkansas County,Arkansas,2015,4.1
"Arlington County, VA",Arlington County,Virginia,2010,4.2
"Arlington County, VA",Arlington County,Virginia,2011,3.7
"Arlington County, VA",Arlington County,Virginia,2012,3.4
"Arlington County, VA",Arlington County,Virginia,2013,3.4
"Arlington County, VA",Arlington County,Virginia,2014,3.2
"Arlington County, VA",Arlington County,Virginia,2015,2.8
"Armstrong County, PA",Armstrong County,Pennsylvania,2010,8.8
"Armstrong County, PA",Armstrong County,Pennsylvania,2011,8
"Armstrong County, PA",Armstrong County,Pennsylvania,2012,7.9
"Armstrong County, PA",Armstrong County,Pennsylvania,2013,7.4
"Armstrong County, PA",Armstrong County,Pennsylvania,2014,6.5
"Armstrong County, PA",Armstrong County,Pennsylvania,2015,6.8
"Armstrong County, TX",Armstrong County,Texas,2010,4.9
"Armstrong County, TX",Armstrong County,Texas,2011,4.9
"Armstrong County, TX",Armstrong County,Texas,2012,4.4
"Armstrong County, TX",Armstrong County,Texas,2013,4
"Armstrong County, TX",Armstrong County,Texas,2014,3.3
"Armstrong County, TX",Armstrong County,Texas,2015,2.7
"Aroostook County, ME",Aroostook County,Maine,2010,10.1
"Aroostook County, ME",Aroostook County,Maine,2011,9.6
"Aroostook County, ME",Aroostook County,Maine,2012,9
"Aroostook County, ME",Aroostook County,Maine,2013,8.7
"Aroostook County, ME",Aroostook County,Maine,2014,7.5
"Aroostook County, ME",Aroostook County,Maine,2015,5.9
"Arthur County, NE",Arthur County,Nebraska,2010,8
"Arthur County, NE",Arthur County,Nebraska,2011,6.1
"Arthur County, NE",Arthur County,Nebraska,2012,6.5
"Arthur County, NE",Arthur County,Nebraska,2013,7.3
"Arthur County, NE",Arthur County,Nebraska,2014,5.4
"Arthur County, NE",Arthur County,Nebraska,2015,4.4
"Ascension Parish, LA",Ascension Parish,Louisiana,2010,7
"Ascension Parish, LA",Ascension Parish,Louisiana,2011,6.7
"Ascension Parish, LA",Ascension Parish,Louisiana,2012,5.8
"Ascension Parish, LA",Ascension Parish,Louisiana,2013,5.4
"Ascension Parish, LA",Ascension Parish,Louisiana,2014,5.2
"Ascension Parish, LA",Ascension Parish,Louisiana,2015,5
"Ashe County, NC",Ashe County,North Carolina,2010,11.7
"Ashe County, NC",Ashe County,North Carolina,2011,11
"Ashe County, NC",Ashe County,North Carolina,2012,10.7
"Ashe County, NC",Ashe County,North Carolina,2013,8.9
"Ashe County, NC",Ashe County,North Carolina,2014,6.7
"Ashe County, NC",Ashe County,North Carolina,2015,5.9
"Ashland County, OH",Ashland County,Ohio,2010,11.9
"Ashland County, OH",Ashland County,Ohio,2011,9.9
"Ashland County, OH",Ashland County,Ohio,2012,8
"Ashland County, OH",Ashland County,Ohio,2013,8.1
"Ashland County, OH",Ashland County,Ohio,2014,6
"Ashland County, OH",Ashland County,Ohio,2015,5.1
"Ashland County, WI",Ashland County,Wisconsin,2010,10.9
"Ashland County, WI",Ashland County,Wisconsin,2011,9.9
"Ashland County, WI",Ashland County,Wisconsin,2012,9.1
"Ashland County, WI",Ashland County,Wisconsin,2013,9.1
"Ashland County, WI",Ashland County,Wisconsin,2014,7.4
"Ashland County, WI",Ashland County,Wisconsin,2015,6.1
"Ashley County, AR",Ashley County,Arkansas,2010,9.6
"Ashley County, AR",Ashley County,Arkansas,2011,10.5
"Ashley County, AR",Ashley County,Arkansas,2012,11.5
"Ashley County, AR",Ashley County,Arkansas,2013,10.4
"Ashley County, AR",Ashley County,Arkansas,2014,8.9
"Ashley County, AR",Ashley County,Arkansas,2015,7.5
"Ashtabula County, OH",Ashtabula County,Ohio,2010,13
"Ashtabula County, OH",Ashtabula County,Ohio,2011,10.9
"Ashtabula County, OH",Ashtabula County,Ohio,2012,9.4
"Ashtabula County, OH",Ashtabula County,Ohio,2013,9.5
"Ashtabula County, OH",Ashtabula County,Ohio,2014,7.2
"Ashtabula County, OH",Ashtabula County,Ohio,2015,6
"Asotin County, WA",Asotin County,Washington,2010,8.5
"Asotin County, WA",Asotin County,Washington,2011,8
"Asotin County, WA",Asotin County,Washington,2012,7.1
"Asotin County, WA",Asotin County,Washington,2013,6.5
"Asotin County, WA",Asotin County,Washington,2014,5.2
"Asotin County, WA",Asotin County,Washington,2015,4.6
"Assumption Parish, LA",Assumption Parish,Louisiana,2010,11
"Assumption Parish, LA",Assumption Parish,Louisiana,2011,11.5
"Assumption Parish, LA",Assumption Parish,Louisiana,2012,9.3
"Assumption Parish, LA",Assumption Parish,Louisiana,2013,8
"Assumption Parish, LA",Assumption Parish,Louisiana,2014,7.6
"Assumption Parish, LA",Assumption Parish,Louisiana,2015,7.8
"Atascosa County, TX",Atascosa County,Texas,2010,8.2
"Atascosa County, TX",Atascosa County,Texas,2011,8.2
"Atascosa County, TX",Atascosa County,Texas,2012,6.7
"Atascosa County, TX",Atascosa County,Texas,2013,6.3
"Atascosa County, TX",Atascosa County,Texas,2014,5
"Atascosa County, TX",Atascosa County,Texas,2015,4.8
"Atchison County, KS",Atchison County,Kansas,2010,9.7
"Atchison County, KS",Atchison County,Kansas,2011,8.9
"Atchison County, KS",Atchison County,Kansas,2012,7.7
"Atchison County, KS",Atchison County,Kansas,2013,8.6
"Atchison County, KS",Atchison County,Kansas,2014,6.5
"Atchison County, KS",Atchison County,Kansas,2015,6.1
"Atchison County, MO",Atchison County,Missouri,2010,8.5
"Atchison County, MO",Atchison County,Missouri,2011,8.4
"Atchison County, MO",Atchison County,Missouri,2012,6.6
"Atchison County, MO",Atchison County,Missouri,2013,5.9
"Atchison County, MO",Atchison County,Missouri,2014,5.4
"Atchison County, MO",Atchison County,Missouri,2015,4.5
"Athens County, OH",Athens County,Ohio,2010,10.7
"Athens County, OH",Athens County,Ohio,2011,9.9
"Athens County, OH",Athens County,Ohio,2012,8.5
"Athens County, OH",Athens County,Ohio,2013,9
"Athens County, OH",Athens County,Ohio,2014,6.9
"Athens County, OH",Athens County,Ohio,2015,6.3
"Atkinson County, GA",Atkinson County,Georgia,2010,15.4
"Atkinson County, GA",Atkinson County,Georgia,2011,12.7
"Atkinson County, GA",Atkinson County,Georgia,2012,11.4
"Atkinson County, GA",Atkinson County,Georgia,2013,9.3
"Atkinson County, GA",Atkinson County,Georgia,2014,7.6
"Atkinson County, GA",Atkinson County,Georgia,2015,5.8
"Atlantic County, NJ",Atlantic County,New Jersey,2010,12.5
"Atlantic County, NJ",Atlantic County,New Jersey,2011,12.5
"Atlantic County, NJ",Atlantic County,New Jersey,2012,12.8
"Atlantic County, NJ",Atlantic County,New Jersey,2013,11.9
"Atlantic County, NJ",Atlantic County,New Jersey,2014,10.5
"Atlantic County, NJ",Atlantic County,New Jersey,2015,9.5
"Atoka County, OK",Atoka County,Oklahoma,2010,9.6
"Atoka County, OK",Atoka County,Oklahoma,2011,8.1
"Atoka County, OK",Atoka County,Oklahoma,2012,6.6
"Atoka County, OK",Atoka County,Oklahoma,2013,6.7
"Atoka County, OK",Atoka County,Oklahoma,2014,5.9
"Atoka County, OK",Atoka County,Oklahoma,2015,6.3
"Attala County, MS",Attala County,Mississippi,2010,12.2
"Attala County, MS",Attala County,Mississippi,2011,10.9
"Attala County, MS",Attala County,Mississippi,2012,9.6
"Attala County, MS",Attala County,Mississippi,2013,9.3
"Attala County, MS",Attala County,Mississippi,2014,8.8
"Attala County, MS",Attala County,Mississippi,2015,7.7
"Audrain County, MO",Audrain County,Missouri,2010,9.5
"Audrain County, MO",Audrain County,Missouri,2011,8.4
"Audrain County, MO",Audrain County,Missouri,2012,6.7
"Audrain County, MO",Audrain County,Missouri,2013,6.4
"Audrain County, MO",Audrain County,Missouri,2014,5.6
"Audrain County, MO",Audrain County,Missouri,2015,4.7
"Audubon County, IA",Audubon County,Iowa,2010,5.7
"Audubon County, IA",Audubon County,Iowa,2011,5.8
"Audubon County, IA",Audubon County,Iowa,2012,4.8
"Audubon County, IA",Audubon County,Iowa,2013,4.9
"Audubon County, IA",Audubon County,Iowa,2014,4.3
"Audubon County, IA",Audubon County,Iowa,2015,3.9
"Auglaize County, OH",Auglaize County,Ohio,2010,10
"Auglaize County, OH",Auglaize County,Ohio,2011,8.1
"Auglaize County, OH",Auglaize County,Ohio,2012,6.2
"Auglaize County, OH",Auglaize County,Ohio,2013,5.9
"Auglaize County, OH",Auglaize County,Ohio,2014,4.3
"Auglaize County, OH",Auglaize County,Ohio,2015,3.7
"Augusta County, VA",Augusta County,Virginia,2010,7.3
"Augusta County, VA",Augusta County,Virginia,2011,6.3
"Augusta County, VA",Augusta County,Virginia,2012,5.7
"Augusta County, VA",Augusta County,Virginia,2013,5.1
"Augusta County, VA",Augusta County,Virginia,2014,4.6
"Augusta County, VA",Augusta County,Virginia,2015,4
"Aurora County, SD",Aurora County,South Dakota,2010,3.4
"Aurora County, SD",Aurora County,South Dakota,2011,3
"Aurora County, SD",Aurora County,South Dakota,2012,2.8
"Aurora County, SD",Aurora County,South Dakota,2013,2.7
"Aurora County, SD",Aurora County,South Dakota,2014,2.5
"Aurora County, SD",Aurora County,South Dakota,2015,2.2
"Austin County, TX",Austin County,Texas,2010,8.1
"Austin County, TX",Austin County,Texas,2011,8.1
"Austin County, TX",Austin County,Texas,2012,6.4
"Austin County, TX",Austin County,Texas,2013,5.9
"Austin County, TX",Austin County,Texas,2014,4.8
"Austin County, TX",Austin County,Texas,2015,4.6
"Autauga County, AL",Autauga County,Alabama,2010,8.8
"Autauga County, AL",Autauga County,Alabama,2011,8.3
"Autauga County, AL",Autauga County,Alabama,2012,7.1
"Autauga County, AL",Autauga County,Alabama,2013,6.3
"Autauga County, AL",Autauga County,Alabama,2014,5.8
"Autauga County, AL",Autauga County,Alabama,2015,5.2
"Avery County, NC",Avery County,North Carolina,2010,10.7
"Avery County, NC",Avery County,North Carolina,2011,11.1
"Avery County, NC",Avery County,North Carolina,2012,10.9
"Avery County, NC",Avery County,North Carolina,2013,8.7
"Avery County, NC",Avery County,North Carolina,2014,6.4
"Avery County, NC",Avery County,North Carolina,2015,5.9
"Avoyelles Parish, LA",Avoyelles Parish,Louisiana,2010,7.9
"Avoyelles Parish, LA",Avoyelles Parish,Louisiana,2011,8
"Avoyelles Parish, LA",Avoyelles Parish,Louisiana,2012,7.2
"Avoyelles Parish, LA",Avoyelles Parish,Louisiana,2013,7.2
"Avoyelles Parish, LA",Avoyelles Parish,Louisiana,2014,7.1
"Avoyelles Parish, LA",Avoyelles Parish,Louisiana,2015,7.5
"Baca County, CO",Baca County,Colorado,2010,5.2
"Baca County, CO",Baca County,Colorado,2011,5
"Baca County, CO",Baca County,Colorado,2012,4.6
"Baca County, CO",Baca County,Colorado,2013,4.1
"Baca County, CO",Baca County,Colorado,2014,2.8
"Baca County, CO",Baca County,Colorado,2015,2
"Bacon County, GA",Bacon County,Georgia,2010,10.8
"Bacon County, GA",Bacon County,Georgia,2011,10.4
"Bacon County, GA",Bacon County,Georgia,2012,9.6
"Bacon County, GA",Bacon County,Georgia,2013,8.4
"Bacon County, GA",Bacon County,Georgia,2014,7
"Bacon County, GA",Bacon County,Georgia,2015,5.8
"Bailey County, TX",Bailey County,Texas,2010,7.9
"Bailey County, TX",Bailey County,Texas,2011,7.7
"Bailey County, TX",Bailey County,Texas,2012,6.9
"Bailey County, TX",Bailey County,Texas,2013,7.2
"Bailey County, TX",Bailey County,Texas,2014,5.1
"Bailey County, TX",Bailey County,Texas,2015,4.3
"Baker County, FL",Baker County,Florida,2010,11
"Baker County, FL",Baker County,Florida,2011,10.2
"Baker County, FL",Baker County,Florida,2012,8.9
"Baker County, FL",Baker County,Florida,2013,7.7
"Baker County, FL",Baker County,Florida,2014,6.6
"Baker County, FL",Baker County,Florida,2015,5.6
"Baker County, GA",Baker County,Georgia,2010,12.4
"Baker County, GA",Baker County,Georgia,2011,11.5
"Baker County, GA",Baker County,Georgia,2012,10.9
"Baker County, GA",Baker County,Georgia,2013,10.5
"Baker County, GA",Baker County,Georgia,2014,9.1
"Baker County, GA",Baker County,Georgia,2015,7.4
"Baker County, OR",Baker County,Oregon,2010,10.3
"Baker County, OR",Baker County,Oregon,2011,11
"Baker County, OR",Baker County,Oregon,2012,10.5
"Baker County, OR",Baker County,Oregon,2013,9.5
"Baker County, OR",Baker County,Oregon,2014,8.2
"Baker County, OR",Baker County,Oregon,2015,6.6
"Baldwin County, AL",Baldwin County,Alabama,2010,9.9
"Baldwin County, AL",Baldwin County,Alabama,2011,9
"Baldwin County, AL",Baldwin County,Alabama,2012,7.7
"Baldwin County, AL",Baldwin County,Alabama,2013,6.7
"Baldwin County, AL",Baldwin County,Alabama,2014,6.1
"Baldwin County, AL",Baldwin County,Alabama,2015,5.6
"Baldwin County, GA",Baldwin County,Georgia,2010,15.6
"Baldwin County, GA",Baldwin County,Georgia,2011,13.6
"Baldwin County, GA",Baldwin County,Georgia,2012,11.4
"Baldwin County, GA",Baldwin County,Georgia,2013,10.1
"Baldwin County, GA",Baldwin County,Georgia,2014,8.8
"Baldwin County, GA",Baldwin County,Georgia,2015,7.8
"Ballard County, KY",Ballard County,Kentucky,2010,10.4
"Ballard County, KY",Ballard County,Kentucky,2011,9.9
"Ballard County, KY",Ballard County,Kentucky,2012,9.2
"Ballard County, KY",Ballard County,Kentucky,2013,9.1
"Ballard County, KY",Ballard County,Kentucky,2014,8
"Ballard County, KY",Ballard County,Kentucky,2015,6.8
"Baltimore city, MD",Baltimore city,Maryland,2010,11.4
"Baltimore city, MD",Baltimore city,Maryland,2011,10.7
"Baltimore city, MD",Baltimore city,Maryland,2012,10
"Baltimore city, MD",Baltimore city,Maryland,2013,9.6
"Baltimore city, MD",Baltimore city,Maryland,2014,8.4
"Baltimore city, MD",Baltimore city,Maryland,2015,7.4
"Baltimore County, MD",Baltimore County,Maryland,2010,8.4
"Baltimore County, MD",Baltimore County,Maryland,2011,7.8
"Baltimore County, MD",Baltimore County,Maryland,2012,7.2
"Baltimore County, MD",Baltimore County,Maryland,2013,6.8
"Baltimore County, MD",Baltimore County,Maryland,2014,6
"Baltimore County, MD",Baltimore County,Maryland,2015,5.2
"Bamberg County, SC",Bamberg County,South Carolina,2010,16.3
"Bamberg County, SC",Bamberg County,South Carolina,2011,16
"Bamberg County, SC",Bamberg County,South Carolina,2012,15.6
"Bamberg County, SC",Bamberg County,South Carolina,2013,13.2
"Bamberg County, SC",Bamberg County,South Carolina,2014,11.3
"Bamberg County, SC",Bamberg County,South Carolina,2015,10.4
"Bandera County, TX",Bandera County,Texas,2010,7.8
"Bandera County, TX",Bandera County,Texas,2011,7.7
"Bandera County, TX",Bandera County,Texas,2012,6.5
"Bandera County, TX",Bandera County,Texas,2013,6.1
"Bandera County, TX",Bandera County,Texas,2014,4.8
"Bandera County, TX",Bandera County,Texas,2015,4
"Banks County, GA",Banks County,Georgia,2010,9.8
"Banks County, GA",Banks County,Georgia,2011,9.2
"Banks County, GA",Banks County,Georgia,2012,8.1
"Banks County, GA",Banks County,Georgia,2013,7.8
"Banks County, GA",Banks County,Georgia,2014,6.7
"Banks County, GA",Banks County,Georgia,2015,5.7
"Banner County, NE",Banner County,Nebraska,2010,4.4
"Banner County, NE",Banner County,Nebraska,2011,4.6
"Banner County, NE",Banner County,Nebraska,2012,4.4
"Banner County, NE",Banner County,Nebraska,2013,4.4
"Banner County, NE",Banner County,Nebraska,2014,3.7
"Banner County, NE",Banner County,Nebraska,2015,3.4
"Bannock County, ID",Bannock County,Idaho,2010,7.8
"Bannock County, ID",Bannock County,Idaho,2011,7.4
"Bannock County, ID",Bannock County,Idaho,2012,7.1
"Bannock County, ID",Bannock County,Idaho,2013,6.5
"Bannock County, ID",Bannock County,Idaho,2014,4.1
"Bannock County, ID",Bannock County,Idaho,2015,3.7
"Baraga County, MI",Baraga County,Michigan,2010,18.8
"Baraga County, MI",Baraga County,Michigan,2011,15.8
"Baraga County, MI",Baraga County,Michigan,2012,13.9
"Baraga County, MI",Baraga County,Michigan,2013,14.3
"Baraga County, MI",Baraga County,Michigan,2014,11.3
"Baraga County, MI",Baraga County,Michigan,2015,9.2
"Barber County, KS",Barber County,Kansas,2010,4.5
"Barber County, KS",Barber County,Kansas,2011,3.9
"Barber County, KS",Barber County,Kansas,2012,3.9
"Barber County, KS",Barber County,Kansas,2013,4
"Barber County, KS",Barber County,Kansas,2014,3.1
"Barber County, KS",Barber County,Kansas,2015,4.2
"Barbour County, AL",Barbour County,Alabama,2010,12.1
"Barbour County, AL",Barbour County,Alabama,2011,11.4
"Barbour County, AL",Barbour County,Alabama,2012,11.8
"Barbour County, AL",Barbour County,Alabama,2013,10.4
"Barbour County, AL",Barbour County,Alabama,2014,10.5
"Barbour County, AL",Barbour County,Alabama,2015,8.9
"Barbour County, WV",Barbour County,West Virginia,2010,10.1
"Barbour County, WV",Barbour County,West Virginia,2011,9.1
"Barbour County, WV",Barbour County,West Virginia,2012,8
"Barbour County, WV",Barbour County,West Virginia,2013,7.1
"Barbour County, WV",Barbour County,West Virginia,2014,6.6
"Barbour County, WV",Barbour County,West Virginia,2015,7.2
"Barnes County, ND",Barnes County,North Dakota,2010,4.4
"Barnes County, ND",Barnes County,North Dakota,2011,3.8
"Barnes County, ND",Barnes County,North Dakota,2012,3.3
"Barnes County, ND",Barnes County,North Dakota,2013,3.2
"Barnes County, ND",Barnes County,North Dakota,2014,3
"Barnes County, ND",Barnes County,North Dakota,2015,3.2
"Barnstable County, MA",Barnstable County,Massachusetts,2010,9.6
"Barnstable County, MA",Barnstable County,Massachusetts,2011,9
"Barnstable County, MA",Barnstable County,Massachusetts,2012,8.5
"Barnstable County, MA",Barnstable County,Massachusetts,2013,8.3
"Barnstable County, MA",Barnstable County,Massachusetts,2014,7.2
"Barnstable County, MA",Barnstable County,Massachusetts,2015,6.1
"Barnwell County, SC",Barnwell County,South Carolina,2010,16.8
"Barnwell County, SC",Barnwell County,South Carolina,2011,15
"Barnwell County, SC",Barnwell County,South Carolina,2012,13.6
"Barnwell County, SC",Barnwell County,South Carolina,2013,11.8
