State,County,County_State,Year,Poverty_Rate
TN,Robertson County,"Robertson County, TN",2012,15
TN,Robertson County,"Robertson County, TN",2013,19.9
TN,Robertson County,"Robertson County, TN",2014,18.1
TN,Robertson County,"Robertson County, TN",2015,21.9
NC,Robeson County,"Robeson County, NC",2010,31.1
NC,Robeson County,"Robeson County, NC",2011,18.3
NC,Robeson County,"Robeson County, NC",2012,21.7
NC,Robeson County,"Robeson County, NC",2013,15.2
NC,Robeson County,"Robeson County, NC",2014,15
NC,Robeson County,"Robeson County, NC",2015,14.7
WI,Rock County,"Rock County, WI",2010,14.1
WI,Rock County,"Rock County, WI",2011,7.7
WI,Rock County,"Rock County, WI",2012,9.8
WI,Rock County,"Rock County, WI",2013,11.2
WI,Rock County,"Rock County, WI",2014,11.8
WI,Rock County,"Rock County, WI",2015,13.9
IL,Rock Island County,"Rock Island County, IL",2010,11.6
IL,Rock Island County,"Rock Island County, IL",2011,18.7
IL,Rock Island County,"Rock Island County, IL",2012,13
IL,Rock Island County,"Rock Island County, IL",2013,13.8
IL,Rock Island County,"Rock Island County, IL",2014,13
IL,Rock Island County,"Rock Island County, IL",2015,18.3
GA,Rockdale County,"Rockdale County, GA",2010,13.5
GA,Rockdale County,"Rockdale County, GA",2011,23.1
GA,Rockdale County,"Rockdale County, GA",2012,14.4
GA,Rockdale County,"Rockdale County, GA",2013,13
GA,Rockdale County,"Rockdale County, GA",2014,11.9
GA,Rockdale County,"Rockdale County, GA",2015,14.5
NH,Rockingham County,"Rockingham County, NH",2010,5
NH,Rockingham County,"Rockingham County, NH",2011,8.5
NH,Rockingham County,"Rockingham County, NH",2012,12
NH,Rockingham County,"Rockingham County, NH",2013,15.1
NH,Rockingham County,"Rockingham County, NH",2014,15.6
NH,Rockingham County,"Rockingham County, NH",2015,15.1
NC,Rockingham County,"Rockingham County, NC",2010,18.6
NC,Rockingham County,"Rockingham County, NC",2011,25.4
NC,Rockingham County,"Rockingham County, NC",2012,15.2
NC,Rockingham County,"Rockingham County, NC",2013,13.9
NC,Rockingham County,"Rockingham County, NC",2014,17.3
NC,Rockingham County,"Rockingham County, NC",2015,14.2
VA,Rockingham County,"Rockingham County, VA",2010,11.3
VA,Rockingham County,"Rockingham County, VA",2011,4.3
VA,Rockingham County,"Rockingham County, VA",2012,6.7
VA,Rockingham County,"Rockingham County, VA",2013,5.8
VA,Rockingham County,"Rockingham County, VA",2014,6.6
VA,Rockingham County,"Rockingham County, VA",2015,8.2
NY,Rockland County,"Rockland County, NY",2010,10.9
NY,Rockland County,"Rockland County, NY",2011,15.8
NY,Rockland County,"Rockland County, NY",2012,16.8
NY,Rockland County,"Rockland County, NY",2013,9.6
NY,Rockland County,"Rockland County, NY",2014,12.1
NY,Rockland County,"Rockland County, NY",2015,14.7
TX,Rockwall County,"Rockwall County, TX",2010,4.8
TX,Rockwall County,"Rockwall County, TX",2011,15.7
TX,Rockwall County,"Rockwall County, TX",2012,13
TX,Rockwall County,"Rockwall County, TX",2013,17.5
TX,Rockwall County,"Rockwall County, TX",2014,17.5
TX,Rockwall County,"Rockwall County, TX",2015,15.2
OK,Rogers County,"Rogers County, OK",2010,8.7
OK,Rogers County,"Rogers County, OK",2011,19.5
OK,Rogers County,"Rogers County, OK",2012,16.8
OK,Rogers County,"Rogers County, OK",2013,13.8
OK,Rogers County,"Rogers County, OK",2014,15.1
OK,Rogers County,"Rogers County, OK",2015,4.4
OH,Ross County,"Ross County, OH",2010,19.6
OH,Ross County,"Ross County, OH",2011,18.8
OH,Ross County,"Ross County, OH",2012,7.7
OH,Ross County,"Ross County, OH",2013,21.6
OH,Ross County,"Ross County, OH",2014,20.5
OH,Ross County,"Ross County, OH",2015,13.2
NC,Rowan County,"Rowan County, NC",2010,21.3
NC,Rowan County,"Rowan County, NC",2011,15.8
NC,Rowan County,"Rowan County, NC",2012,12.2
NC,Rowan County,"Rowan County, NC",2013,14.5
NC,Rowan County,"Rowan County, NC",2014,17.9
NC,Rowan County,"Rowan County, NC",2015,13.2
NC,Rutherford County,"Rutherford County, NC",2010,26.4
NC,Rutherford County,"Rutherford County, NC",2011,30.4
NC,Rutherford County,"Rutherford County, NC",2012,17.4
NC,Rutherford County,"Rutherford County, NC",2013,19.8
NC,Rutherford County,"Rutherford County, NC",2014,18.8
NC,Rutherford County,"Rutherford County, NC",2015,18.4
TN,Rutherford County,"Rutherford County, TN",2010,15.5
TN,Rutherford County,"Rutherford County, TN",2011,16.7
TN,Rutherford County,"Rutherford County, TN",2012,16.1
TN,Rutherford County,"Rutherford County, TN",2013,17.8
TN,Rutherford County,"Rutherford County, TN",2014,19.9
TN,Rutherford County,"Rutherford County, TN",2015,12.9
CA,Sacramento County,"Sacramento County, CA",2010,16.8
CA,Sacramento County,"Sacramento County, CA",2011,17.7
CA,Sacramento County,"Sacramento County, CA",2012,19.6
CA,Sacramento County,"Sacramento County, CA",2013,19
CA,Sacramento County,"Sacramento County, CA",2014,18.2
CA,Sacramento County,"Sacramento County, CA",2015,16.9
MI,Saginaw County,"Saginaw County, MI",2010,16.9
MI,Saginaw County,"Saginaw County, MI",2011,12
MI,Saginaw County,"Saginaw County, MI",2012,10.5
MI,Saginaw County,"Saginaw County, MI",2013,10
MI,Saginaw County,"Saginaw County, MI",2014,9.9
MI,Saginaw County,"Saginaw County, MI",2015,15.5
NJ,Salem County,"Salem County, NJ",2010,11.3
NJ,Salem County,"Salem County, NJ",2011,16.4
NJ,Salem County,"Salem County, NJ",2012,4.3
NJ,Salem County,"Salem County, NJ",2013,9.5
NJ,Salem County,"Salem County, NJ",2014,8.2
NJ,Salem County,"Salem County, NJ",2015,11.2
AR,Saline County,"Saline County, AR",2010,8.9
AR,Saline County,"Saline County, AR",2011,9.4
AR,Saline County,"Saline County, AR",2012,7.9
AR,Saline County,"Saline County, AR",2013,9.6
AR,Saline County,"Saline County, AR",2014,7
AR,Saline County,"Saline County, AR",2015,11.6
UT,Salt Lake County,"Salt Lake County, UT",2010,13.5
UT,Salt Lake County,"Salt Lake County, UT",2011,14.1
UT,Salt Lake County,"Salt Lake County, UT",2012,16.8
UT,Salt Lake County,"Salt Lake County, UT",2013,17
UT,Salt Lake County,"Salt Lake County, UT",2014,15.8
UT,Salt Lake County,"Salt Lake County, UT",2015,16.4
CA,San Bernardino County,"San Bernardino County, CA",2010,18
CA,San Bernardino County,"San Bernardino County, CA",2011,19.3
CA,San Bernardino County,"San Bernardino County, CA",2012,20.4
CA,San Bernardino County,"San Bernardino County, CA",2013,19.1
CA,San Bernardino County,"San Bernardino County, CA",2014,20.6
CA,San Bernardino County,"San Bernardino County, CA",2015,19
CA,San Diego County,"San Diego County, CA",2010,14.8
CA,San Diego County,"San Diego County, CA",2011,15.1
CA,San Diego County,"San Diego County, CA",2012,15
CA,San Diego County,"San Diego County, CA",2013,15.2
CA,San Diego County,"San Diego County, CA",2014,14.7
CA,San Diego County,"San Diego County, CA",2015,13.8
CA,San Francisco County,"San Francisco County, CA",2010,12.5
CA,San Francisco County,"San Francisco County, CA",2011,13.8
CA,San Francisco County,"San Francisco County, CA",2012,15
CA,San Francisco County,"San Francisco County, CA",2013,13.8
CA,San Francisco County,"San Francisco County, CA",2014,12
CA,San Francisco County,"San Francisco County, CA",2015,12.3
CA,San Joaquin County,"San Joaquin County, CA",2010,19.2
CA,San Joaquin County,"San Joaquin County, CA",2011,18.1
CA,San Joaquin County,"San Joaquin County, CA",2012,18.4
CA,San Joaquin County,"San Joaquin County, CA",2013,19.9
CA,San Joaquin County,"San Joaquin County, CA",2014,20.9
CA,San Joaquin County,"San Joaquin County, CA",2015,17.4
NM,San Juan County,"San Juan County, NM",2010,27.1
NM,San Juan County,"San Juan County, NM",2011,32.7
NM,San Juan County,"San Juan County, NM",2012,27.1
NM,San Juan County,"San Juan County, NM",2013,19
NM,San Juan County,"San Juan County, NM",2014,19.3
NM,San Juan County,"San Juan County, NM",2015,7.2
CA,San Luis Obispo County,"San Luis Obispo County, CA",2010,14.4
CA,San Luis Obispo County,"San Luis Obispo County, CA",2011,15.3
CA,San Luis Obispo County,"San Luis Obispo County, CA",2012,13.7
CA,San Luis Obispo County,"San Luis Obispo County, CA",2013,15.3
CA,San Luis Obispo County,"San Luis Obispo County, CA",2014,14.8
CA,San Luis Obispo County,"San Luis Obispo County, CA",2015,14.9
CA,San Mateo County,"San Mateo County, CA",2010,6.8
CA,San Mateo County,"San Mateo County, CA",2011,7.7
CA,San Mateo County,"San Mateo County, CA",2012,8.4
CA,San Mateo County,"San Mateo County, CA",2013,7.8
CA,San Mateo County,"San Mateo County, CA",2014,7.3
CA,San Mateo County,"San Mateo County, CA",2015,8.5
TX,San Patricio County,"San Patricio County, TX",2010,23.1
TX,San Patricio County,"San Patricio County, TX",2011,9.9
TX,San Patricio County,"San Patricio County, TX",2012,24.2
TX,San Patricio County,"San Patricio County, TX",2013,21.1
TX,San Patricio County,"San Patricio County, TX",2014,19.8
TX,San Patricio County,"San Patricio County, TX",2015,13.7
NM,Sandoval County,"Sandoval County, NM",2010,15.1
NM,Sandoval County,"Sandoval County, NM",2011,19
NM,Sandoval County,"Sandoval County, NM",2012,20.7
NM,Sandoval County,"Sandoval County, NM",2013,9.3
NM,Sandoval County,"Sandoval County, NM",2014,8.3
NM,Sandoval County,"Sandoval County, NM",2015,10.6
IL,Sangamon County,"Sangamon County, IL",2010,13.3
IL,Sangamon County,"Sangamon County, IL",2011,19.4
IL,Sangamon County,"Sangamon County, IL",2012,13.7
IL,Sangamon County,"Sangamon County, IL",2013,16.2
IL,Sangamon County,"Sangamon County, IL",2014,17
IL,Sangamon County,"Sangamon County, IL",2015,15.5
CA,Santa Barbara County,"Santa Barbara County, CA",2010,18
CA,Santa Barbara County,"Santa Barbara County, CA",2011,15.1
CA,Santa Barbara County,"Santa Barbara County, CA",2012,16.3
CA,Santa Barbara County,"Santa Barbara County, CA",2013,16.3
CA,Santa Barbara County,"Santa Barbara County, CA",2014,18
CA,Santa Barbara County,"Santa Barbara County, CA",2015,15.7
CA,Santa Clara County,"Santa Clara County, CA",2010,10.5
CA,Santa Clara County,"Santa Clara County, CA",2011,10.6
CA,Santa Clara County,"Santa Clara County, CA",2012,10.8
CA,Santa Clara County,"Santa Clara County, CA",2013,10.5
CA,Santa Clara County,"Santa Clara County, CA",2014,8.4
CA,Santa Clara County,"Santa Clara County, CA",2015,8.2
CA,Santa Cruz County,"Santa Cruz County, CA",2010,14.6
CA,Santa Cruz County,"Santa Cruz County, CA",2011,14.8
CA,Santa Cruz County,"Santa Cruz County, CA",2012,13.4
CA,Santa Cruz County,"Santa Cruz County, CA",2013,14.9
CA,Santa Cruz County,"Santa Cruz County, CA",2014,16.8
CA,Santa Cruz County,"Santa Cruz County, CA",2015,16.1
NM,Santa Fe County,"Santa Fe County, NM",2010,18
NM,Santa Fe County,"Santa Fe County, NM",2011,18.3
NM,Santa Fe County,"Santa Fe County, NM",2012,13.4
NM,Santa Fe County,"Santa Fe County, NM",2013,18.8
NM,Santa Fe County,"Santa Fe County, NM",2014,24.6
NM,Santa Fe County,"Santa Fe County, NM",2015,20
FL,Santa Rosa County,"Santa Rosa County, FL",2010,13
FL,Santa Rosa County,"Santa Rosa County, FL",2011,10.4
FL,Santa Rosa County,"Santa Rosa County, FL",2012,11.9
FL,Santa Rosa County,"Santa Rosa County, FL",2013,14.9
FL,Santa Rosa County,"Santa Rosa County, FL",2014,10.2
FL,Santa Rosa County,"Santa Rosa County, FL",2015,16.6
FL,Sarasota County,"Sarasota County, FL",2010,13
FL,Sarasota County,"Sarasota County, FL",2011,11.1
FL,Sarasota County,"Sarasota County, FL",2012,12.4
FL,Sarasota County,"Sarasota County, FL",2013,12.8
FL,Sarasota County,"Sarasota County, FL",2014,10.2
FL,Sarasota County,"Sarasota County, FL",2015,13.1
NY,Saratoga County,"Saratoga County, NY",2010,6.2
NY,Saratoga County,"Saratoga County, NY",2011,11.7
NY,Saratoga County,"Saratoga County, NY",2012,16.2
NY,Saratoga County,"Saratoga County, NY",2013,19.5
NY,Saratoga County,"Saratoga County, NY",2014,20.6
NY,Saratoga County,"Saratoga County, NY",2015,11.7
NE,Sarpy County,"Sarpy County, NE",2010,5.6
NE,Sarpy County,"Sarpy County, NE",2011,15.3
NE,Sarpy County,"Sarpy County, NE",2012,12.5
NE,Sarpy County,"Sarpy County, NE",2013,13.4
NE,Sarpy County,"Sarpy County, NE",2014,12
NE,Sarpy County,"Sarpy County, NE",2015,11.3
NY,Schenectady County,"Schenectady County, NY",2010,11.3
NY,Schenectady County,"Schenectady County, NY",2011,14.1
NY,Schenectady County,"Schenectady County, NY",2012,11.2
NY,Schenectady County,"Schenectady County, NY",2013,4.4
NY,Schenectady County,"Schenectady County, NY",2014,5.9
NY,Schenectady County,"Schenectady County, NY",2015,17.8
PA,Schuylkill County,"Schuylkill County, PA",2010,12.7
PA,Schuylkill County,"Schuylkill County, PA",2011,9.9
PA,Schuylkill County,"Schuylkill County, PA",2012,13
PA,Schuylkill County,"Schuylkill County, PA",2013,14.8
PA,Schuylkill County,"Schuylkill County, PA",2014,12.9
PA,Schuylkill County,"Schuylkill County, PA",2015,18.8
OH,Scioto County,"Scioto County, OH",2010,20.7
OH,Scioto County,"Scioto County, OH",2011,16.7
OH,Scioto County,"Scioto County, OH",2012,14.4
OH,Scioto County,"Scioto County, OH",2013,17.8
OH,Scioto County,"Scioto County, OH",2014,18.7
OH,Scioto County,"Scioto County, OH",2015,13.5
IA,Scott County,"Scott County, IA",2010,15.1
IA,Scott County,"Scott County, IA",2011,15.4
IA,Scott County,"Scott County, IA",2012,13.6
IA,Scott County,"Scott County, IA",2013,12.6
IA,Scott County,"Scott County, IA",2014,13.5
IA,Scott County,"Scott County, IA",2015,11.6
MN,Scott County,"Scott County, MN",2010,4.6
MN,Scott County,"Scott County, MN",2011,17.7
MN,Scott County,"Scott County, MN",2012,10.5
MN,Scott County,"Scott County, MN",2013,7.7
MN,Scott County,"Scott County, MN",2014,10.3
MN,Scott County,"Scott County, MN",2015,10.8
AR,Sebastian County,"Sebastian County, AR",2010,22.3
AR,Sebastian County,"Sebastian County, AR",2011,22.6
AR,Sebastian County,"Sebastian County, AR",2012,20.7
AR,Sebastian County,"Sebastian County, AR",2013,24.1
AR,Sebastian County,"Sebastian County, AR",2014,24.5
AR,Sebastian County,"Sebastian County, AR",2015,24.5
KS,Sedgwick County,"Sedgwick County, KS",2010,15.2
KS,Sedgwick County,"Sedgwick County, KS",2011,21
KS,Sedgwick County,"Sedgwick County, KS",2012,9.4
KS,Sedgwick County,"Sedgwick County, KS",2013,11.6
KS,Sedgwick County,"Sedgwick County, KS",2014,11.3
KS,Sedgwick County,"Sedgwick County, KS",2015,5.3
FL,Seminole County,"Seminole County, FL",2010,10.6
FL,Seminole County,"Seminole County, FL",2011,11.3
FL,Seminole County,"Seminole County, FL",2012,12.4
FL,Seminole County,"Seminole County, FL",2013,12.9
FL,Seminole County,"Seminole County, FL",2014,11.6
FL,Seminole County,"Seminole County, FL",2015,8.8
TN,Sevier County,"Sevier County, TN",2010,15.8
TN,Sevier County,"Sevier County, TN",2011,25.2
TN,Sevier County,"Sevier County, TN",2012,17.3
TN,Sevier County,"Sevier County, TN",2013,19.9
TN,Sevier County,"Sevier County, TN",2014,16.4
TN,Sevier County,"Sevier County, TN",2015,19.8
CA,Shasta County,"Shasta County, CA",2010,18.5
CA,Shasta County,"Shasta County, CA",2011,20.1
CA,Shasta County,"Shasta County, CA",2012,16.6
CA,Shasta County,"Shasta County, CA",2013,20.1
CA,Shasta County,"Shasta County, CA",2014,13.8
CA,Shasta County,"Shasta County, CA",2015,19.6
KS,Shawnee County,"Shawnee County, KS",2010,18.6
KS,Shawnee County,"Shawnee County, KS",2011,14.9
KS,Shawnee County,"Shawnee County, KS",2012,21.5
KS,Shawnee County,"Shawnee County, KS",2013,24.3
KS,Shawnee County,"Shawnee County, KS",2014,22.1
KS,Shawnee County,"Shawnee County, KS",2015,12
WI,Sheboygan County,"Sheboygan County, WI",2010,9.4
WI,Sheboygan County,"Sheboygan County, WI",2011,16.2
WI,Sheboygan County,"Sheboygan County, WI",2012,22.3
WI,Sheboygan County,"Sheboygan County, WI",2013,15.9
WI,Sheboygan County,"Sheboygan County, WI",2014,12.5
WI,Sheboygan County,"Sheboygan County, WI",2015,9.2
AL,Shelby County,"Shelby County, AL",2010,10.4
AL,Shelby County,"Shelby County, AL",2011,6.8
AL,Shelby County,"Shelby County, AL",2012,8.6
AL,Shelby County,"Shelby County, AL",2013,7.7
AL,Shelby County,"Shelby County, AL",2014,10.4
AL,Shelby County,"Shelby County, AL",2015,8.6
TN,Shelby County,"Shelby County, TN",2010,20.4
TN,Shelby County,"Shelby County, TN",2011,17.7
TN,Shelby County,"Shelby County, TN",2012,19.1
TN,Shelby County,"Shelby County, TN",2013,17.1
TN,Shelby County,"Shelby County, TN",2014,15.8
TN,Shelby County,"Shelby County, TN",2015,16.9
MN,Sherburne County,"Sherburne County, MN",2010,8.6
MN,Sherburne County,"Sherburne County, MN",2011,6
MN,Sherburne County,"Sherburne County, MN",2012,16.8
MN,Sherburne County,"Sherburne County, MN",2013,16.1
MN,Sherburne County,"Sherburne County, MN",2014,16.3
MN,Sherburne County,"Sherburne County, MN",2015,9.4
MI,Shiawassee County,"Shiawassee County, MI",2010,15.4
MI,Shiawassee County,"Shiawassee County, MI",2011,15.9
MI,Shiawassee County,"Shiawassee County, MI",2012,18.9
MI,Shiawassee County,"Shiawassee County, MI",2013,17.8
MI,Shiawassee County,"Shiawassee County, MI",2014,16.6
MI,Shiawassee County,"Shiawassee County, MI",2015,8.7
WA,Skagit County,"Skagit County, WA",2010,11.5
WA,Skagit County,"Skagit County, WA",2011,12
WA,Skagit County,"Skagit County, WA",2012,19.2
WA,Skagit County,"Skagit County, WA",2013,12.4
WA,Skagit County,"Skagit County, WA",2014,9.3
WA,Skagit County,"Skagit County, WA",2015,10.9
TX,Smith County,"Smith County, TX",2010,14.4
TX,Smith County,"Smith County, TX",2011,22.1
TX,Smith County,"Smith County, TX",2012,16.8
TX,Smith County,"Smith County, TX",2013,9.2
TX,Smith County,"Smith County, TX",2014,7.7
TX,Smith County,"Smith County, TX",2015,20.6
WA,Snohomish County,"Snohomish County, WA",2010,9.9
WA,Snohomish County,"Snohomish County, WA",2011,10.7
WA,Snohomish County,"Snohomish County, WA",2012,20.9
WA,Snohomish County,"Snohomish County, WA",2013,14.5
WA,Snohomish County,"Snohomish County, WA",2014,22.5
WA,Snohomish County,"Snohomish County, WA",2015,16
CA,Solano County,"Solano County, CA",2010,12.4
CA,Solano County,"Solano County, CA",2011,13.9
CA,Solano County,"Solano County, CA",2012,14.6
CA,Solano County,"Solano County, CA",2013,13
CA,Solano County,"Solano County, CA",2014,12.3
CA,Solano County,"Solano County, CA",2015,12.1
NJ,Somerset County,"Somerset County, NJ",2010,4.9
NJ,Somerset County,"Somerset County, NJ",2011,12.7
NJ,Somerset County,"Somerset County, NJ",2012,11
NJ,Somerset County,"Somerset County, NJ",2013,7.7
NJ,Somerset County,"Somerset County, NJ",2014,8.2
NJ,Somerset County,"Somerset County, NJ",2015,8.5
PA,Somerset County,"Somerset County, PA",2010,14.4
PA,Somerset County,"Somerset County, PA",2011,11.8
PA,Somerset County,"Somerset County, PA",2012,13.8
PA,Somerset County,"Somerset County, PA",2013,16.4
PA,Somerset County,"Somerset County, PA",2014,16
PA,Somerset County,"Somerset County, PA",2015,12.7
CA,Sonoma County,"Sonoma County, CA",2010,13.1
CA,Sonoma County,"Sonoma County, CA",2011,12.2
CA,Sonoma County,"Sonoma County, CA",2012,12.1
CA,Sonoma County,"Sonoma County, CA",2013,12.4
CA,Sonoma County,"Sonoma County, CA",2014,11.3
CA,Sonoma County,"Sonoma County, CA",2015,11.1
SC,Spartanburg County,"Spartanburg County, SC",2010,17.1
SC,Spartanburg County,"Spartanburg County, SC",2011,22.2
SC,Spartanburg County,"Spartanburg County, SC",2012,22.3
SC,Spartanburg County,"Spartanburg County, SC",2013,29
SC,Spartanburg County,"Spartanburg County, SC",2014,23.7
SC,Spartanburg County,"Spartanburg County, SC",2015,19.8
WA,Spokane County,"Spokane County, WA",2010,14.3
WA,Spokane County,"Spokane County, WA",2011,12.7
WA,Spokane County,"Spokane County, WA",2012,8.7
WA,Spokane County,"Spokane County, WA",2013,17.1
WA,Spokane County,"Spokane County, WA",2014,17.8
WA,Spokane County,"Spokane County, WA",2015,10.3
VA,Spotsylvania County,"Spotsylvania County, VA",2010,8.4
VA,Spotsylvania County,"Spotsylvania County, VA",2011,24.6
VA,Spotsylvania County,"Spotsylvania County, VA",2012,10.1
VA,Spotsylvania County,"Spotsylvania County, VA",2013,6.1
VA,Spotsylvania County,"Spotsylvania County, VA",2014,7.7
VA,Spotsylvania County,"Spotsylvania County, VA",2015,6.5
MO,St. Charles County,"St. Charles County, MO",2010,5.9
MO,St. Charles County,"St. Charles County, MO",2011,7.4
MO,St. Charles County,"St. Charles County, MO",2012,18.7
MO,St. Charles County,"St. Charles County, MO",2013,17.2
MO,St. Charles County,"St. Charles County, MO",2014,16.4
MO,St. Charles County,"St. Charles County, MO",2015,18.3
AL,St. Clair County,"St. Clair County, AL",2010,11
AL,St. Clair County,"St. Clair County, AL",2011,20.2
AL,St. Clair County,"St. Clair County, AL",2012,16.8
AL,St. Clair County,"St. Clair County, AL",2013,12.8
AL,St. Clair County,"St. Clair County, AL",2014,14.2
AL,St. Clair County,"St. Clair County, AL",2015,10.9
IL,St. Clair County,"St. Clair County, IL",2010,15.5
IL,St. Clair County,"St. Clair County, IL",2011,13.7
IL,St. Clair County,"St. Clair County, IL",2012,20.3
IL,St. Clair County,"St. Clair County, IL",2013,17.4
IL,St. Clair County,"St. Clair County, IL",2014,16.8
IL,St. Clair County,"St. Clair County, IL",2015,12.9
MI,St. Clair County,"St. Clair County, MI",2010,15.4
MI,St. Clair County,"St. Clair County, MI",2011,19.4
MI,St. Clair County,"St. Clair County, MI",2012,11.3
MI,St. Clair County,"St. Clair County, MI",2013,12
MI,St. Clair County,"St. Clair County, MI",2014,9.1
MI,St. Clair County,"St. Clair County, MI",2015,9.3
WI,St. Croix County,"St. Croix County, WI",2010,7.9
WI,St. Croix County,"St. Croix County, WI",2011,4.1
WI,St. Croix County,"St. Croix County, WI",2012,10.9
WI,St. Croix County,"St. Croix County, WI",2013,17
WI,St. Croix County,"St. Croix County, WI",2014,16.7
WI,St. Croix County,"St. Croix County, WI",2015,9.2
MO,St. Francois County,"St. Francois County, MO",2010,18.5
MO,St. Francois County,"St. Francois County, MO",2011,5.4
MO,St. Francois County,"St. Francois County, MO",2012,10.9
MO,St. Francois County,"St. Francois County, MO",2013,18.1
MO,St. Francois County,"St. Francois County, MO",2014,20.2
MO,St. Francois County,"St. Francois County, MO",2015,17.8
FL,St. Johns County,"St. Johns County, FL",2010,13.9
FL,St. Johns County,"St. Johns County, FL",2011,8.9
FL,St. Johns County,"St. Johns County, FL",2012,9.4
FL,St. Johns County,"St. Johns County, FL",2013,9.7
FL,St. Johns County,"St. Johns County, FL",2014,7.2
FL,St. Johns County,"St. Johns County, FL",2015,28.5
IN,St. Joseph County,"St. Joseph County, IN",2010,15.6
IN,St. Joseph County,"St. Joseph County, IN",2011,11.3
IN,St. Joseph County,"St. Joseph County, IN",2012,13.7
IN,St. Joseph County,"St. Joseph County, IN",2013,13.4
IN,St. Joseph County,"St. Joseph County, IN",2014,11.5
IN,St. Joseph County,"St. Joseph County, IN",2015,25
LA,St. Landry Parish,"St. Landry Parish, LA",2010,27.5
LA,St. Landry Parish,"St. Landry Parish, LA",2011,24.4
LA,St. Landry Parish,"St. Landry Parish, LA",2012,24.3
LA,St. Landry Parish,"St. Landry Parish, LA",2013,24.6
LA,St. Landry Parish,"St. Landry Parish, LA",2014,24.7
LA,St. Landry Parish,"St. Landry Parish, LA",2015,23.4
NY,St. Lawrence County,"St. Lawrence County, NY",2010,17.4
NY,St. Lawrence County,"St. Lawrence County, NY",2011,11.5
NY,St. Lawrence County,"St. Lawrence County, NY",2012,6.5
NY,St. Lawrence County,"St. Lawrence County, NY",2013,13.4
NY,St. Lawrence County,"St. Lawrence County, NY",2014,13.3
NY,St. Lawrence County,"St. Lawrence County, NY",2015,8.9
MO,St. Louis city,"St. Louis city, MO",2010,27.8
MO,St. Louis city,"St. Louis city, MO",2011,12
MO,St. Louis city,"St. Louis city, MO",2012,7.2
MO,St. Louis city,"St. Louis city, MO",2013,8.5
MO,St. Louis city,"St. Louis city, MO",2014,6.3
MO,St. Louis city,"St. Louis city, MO",2015,10.3
MN,St. Louis County,"St. Louis County, MN",2010,17.9
MN,St. Louis County,"St. Louis County, MN",2011,17.5
MN,St. Louis County,"St. Louis County, MN",2012,13.1
MN,St. Louis County,"St. Louis County, MN",2013,12.1
MN,St. Louis County,"St. Louis County, MN",2014,13
MN,St. Louis County,"St. Louis County, MN",2015,7.3
MO,St. Louis County,"St. Louis County, MO",2010,10.6
MO,St. Louis County,"St. Louis County, MO",2011,22.1
MO,St. Louis County,"St. Louis County, MO",2012,6.1
MO,St. Louis County,"St. Louis County, MO",2013,11.5
MO,St. Louis County,"St. Louis County, MO",2014,10.3
MO,St. Louis County,"St. Louis County, MO",2015,14.6
FL,St. Lucie County,"St. Lucie County, FL",2010,18
FL,St. Lucie County,"St. Lucie County, FL",2011,21.7
FL,St. Lucie County,"St. Lucie County, FL",2012,17.2
FL,St. Lucie County,"St. Lucie County, FL",2013,19.3
FL,St. Lucie County,"St. Lucie County, FL",2014,17.3
FL,St. Lucie County,"St. Lucie County, FL",2015,11.1
MD,St. Mary's County,"St. Mary's County, MD",2010,5.2
MD,St. Mary's County,"St. Mary's County, MD",2011,9.3
MD,St. Mary's County,"St. Mary's County, MD",2012,6.4
MD,St. Mary's County,"St. Mary's County, MD",2013,6.9
MD,St. Mary's County,"St. Mary's County, MD",2014,7
MD,St. Mary's County,"St. Mary's County, MD",2015,4.5
LA,St. Tammany Parish,"St. Tammany Parish, LA",2010,7.8
LA,St. Tammany Parish,"St. Tammany Parish, LA",2011,25.7
LA,St. Tammany Parish,"St. Tammany Parish, LA",2012,22.5
LA,St. Tammany Parish,"St. Tammany Parish, LA",2013,19.1
LA,St. Tammany Parish,"St. Tammany Parish, LA",2014,19
LA,St. Tammany Parish,"St. Tammany Parish, LA",2015,23.3
VA,Stafford County,"Stafford County, VA",2010,3.9
VA,Stafford County,"Stafford County, VA",2011,6.8
VA,Stafford County,"Stafford County, VA",2012,10
VA,Stafford County,"Stafford County, VA",2013,4.9
VA,Stafford County,"Stafford County, VA",2014,6.1
VA,Stafford County,"Stafford County, VA",2015,6.1
CA,Stanislaus County,"Stanislaus County, CA",2010,19.9
CA,Stanislaus County,"Stanislaus County, CA",2011,23.8
CA,Stanislaus County,"Stanislaus County, CA",2012,20.3
CA,Stanislaus County,"Stanislaus County, CA",2013,22.1
CA,Stanislaus County,"Stanislaus County, CA",2014,18
CA,Stanislaus County,"Stanislaus County, CA",2015,19.7
OH,Stark County,"Stark County, OH",2010,14.3
OH,Stark County,"Stark County, OH",2011,17
OH,Stark County,"Stark County, OH",2012,18.7
OH,Stark County,"Stark County, OH",2013,14.5
OH,Stark County,"Stark County, OH",2014,24.3
OH,Stark County,"Stark County, OH",2015,19.6
MN,Stearns County,"Stearns County, MN",2010,12.4
MN,Stearns County,"Stearns County, MN",2011,8.8
MN,Stearns County,"Stearns County, MN",2012,15.1
MN,Stearns County,"Stearns County, MN",2013,12
MN,Stearns County,"Stearns County, MN",2014,15.2
MN,Stearns County,"Stearns County, MN",2015,15.1
NY,Steuben County,"Steuben County, NY",2010,13.6
NY,Steuben County,"Steuben County, NY",2011,18.6
