County_State,County,State,Median_HV,Median_HI
"Williamsburg County, South Carolina",Williamsburg County, South Carolina,71550,36205
"York County, South Carolina",York County, South Carolina,148700,61539
"Aurora County, South Dakota",Aurora County, South Dakota,72400,55008
"Beadle County, South Dakota",Beadle County, South Dakota,93100,59144.5
"Bennett County, South Dakota",Bennett County, South Dakota,56850,50176
"Bon Homme County, South Dakota",Bon Homme County, South Dakota,71550,54391.5
"Brookings County, South Dakota",Brookings County, South Dakota,153100,66618
"Brown County, South Dakota",Brown County, South Dakota,142450,65442
"Brule County, South Dakota",Brule County, South Dakota,110550,54978.5
"Butte County, South Dakota",Butte County, South Dakota,114950,49016.5
"Campbell County, South Dakota",Campbell County, South Dakota,83350,55417
"Charles Mix County, South Dakota",Charles Mix County, South Dakota,87850,55291.5
"Clark County, South Dakota",Clark County, South Dakota,76050,55222
"Clay County, South Dakota",Clay County, South Dakota,119900,57556.5
"Codington County, South Dakota",Codington County, South Dakota,143150,58932.5
"Corson County, South Dakota",Corson County, South Dakota,57700,52202
"Custer County, South Dakota",Custer County, South Dakota,208650,55837.5
"Davison County, South Dakota",Davison County, South Dakota,129650,62070
"Day County, South Dakota",Day County, South Dakota,80950,49794
"Deuel County, South Dakota",Deuel County, South Dakota,110350,58608
"Dewey County, South Dakota",Dewey County, South Dakota,63900,51792.5
"Douglas County, South Dakota",Douglas County, South Dakota,73300,61825
"Edmunds County, South Dakota",Edmunds County, South Dakota,117200,64605.5
"Fall River County, South Dakota",Fall River County, South Dakota,112150,53782
"Faulk County, South Dakota",Faulk County, South Dakota,88950,53197.5
"Grant County, South Dakota",Grant County, South Dakota,111800,56406
"Gregory County, South Dakota",Gregory County, South Dakota,65800,48850.5
"Haakon County, South Dakota",Haakon County, South Dakota,78250,47897.5
"Hamlin County, South Dakota",Hamlin County, South Dakota,109850,62041
"Hand County, South Dakota",Hand County, South Dakota,109950,61346
"Hanson County, South Dakota",Hanson County, South Dakota,113700,68272.5
"Harding County, South Dakota",Harding County, South Dakota,89750,64140.5
"Hughes County, South Dakota",Hughes County, South Dakota,162850,76678
"Hutchinson County, South Dakota",Hutchinson County, South Dakota,76550,59209
"Hyde County, South Dakota",Hyde County, South Dakota,76400,60776.5
"Jackson County, South Dakota",Jackson County, South Dakota,61300,53416.5
"Jerauld County, South Dakota",Jerauld County, South Dakota,85600,59604
"Jones County, South Dakota",Jones County, South Dakota,67650,47500
"Kingsbury County, South Dakota",Kingsbury County, South Dakota,93050,61126.5
"Lake County, South Dakota",Lake County, South Dakota,133300,66925
"Lawrence County, South Dakota",Lawrence County, South Dakota,178850,60782.5
"Lincoln County, South Dakota",Lincoln County, South Dakota,197350,76261
"Lyman County, South Dakota",Lyman County, South Dakota,78200,59560.5
"McCook County, South Dakota",McCook County, South Dakota,109450,64916.5
"McPherson County, South Dakota",McPherson County, South Dakota,79100,48145.5
"Marshall County, South Dakota",Marshall County, South Dakota,97800,64315.5
"Meade County, South Dakota",Meade County, South Dakota,144600,58703
"Mellette County, South Dakota",Mellette County, South Dakota,54200,36932
"Miner County, South Dakota",Miner County, South Dakota,67750,53510.5
"Minnehaha County, South Dakota",Minnehaha County, South Dakota,152100,66337.5
"Moody County, South Dakota",Moody County, South Dakota,121600,58601.5
"Oglala Lakota County, South Dakota",Oglala Lakota County, South Dakota,44700,43228
"Pennington County, South Dakota",Pennington County, South Dakota,154450,60755.5
"Perkins County, South Dakota",Perkins County, South Dakota,72000,50954.5
"Potter County, South Dakota",Potter County, South Dakota,75300,52431
"Roberts County, South Dakota",Roberts County, South Dakota,97300,61436
"Sanborn County, South Dakota",Sanborn County, South Dakota,73600,57001.5
"Spink County, South Dakota",Spink County, South Dakota,74350,57438
"Stanley County, South Dakota",Stanley County, South Dakota,114150,59663.5
"Sully County, South Dakota",Sully County, South Dakota,109650,71646
"Todd County, South Dakota",Todd County, South Dakota,48750,38129.5
"Tripp County, South Dakota",Tripp County, South Dakota,69750,51514.5
"Turner County, South Dakota",Turner County, South Dakota,102000,60025.5
"Union County, South Dakota",Union County, South Dakota,150400,68266
"Walworth County, South Dakota",Walworth County, South Dakota,78150,56431.5
"Yankton County, South Dakota",Yankton County, South Dakota,127100,64167.5
"Ziebach County, South Dakota",Ziebach County, South Dakota,65250,55028
"Anderson County, Tennessee",Anderson County, Tennessee,130250,54987
"Bedford County, Tennessee",Bedford County, Tennessee,112200,49927
"Benton County, Tennessee",Benton County, Tennessee,88650,40389
"Bledsoe County, Tennessee",Bledsoe County, Tennessee,117400,43072.5
"Blount County, Tennessee",Blount County, Tennessee,164450,55469
"Bradley County, Tennessee",Bradley County, Tennessee,142450,51557
"Campbell County, Tennessee",Campbell County, Tennessee,90550,42187
"Cannon County, Tennessee",Cannon County, Tennessee,123500,46271
"Carroll County, Tennessee",Carroll County, Tennessee,83400,45167.5
"Carter County, Tennessee",Carter County, Tennessee,107600,42329
"Cheatham County, Tennessee",Cheatham County, Tennessee,158550,55829.5
"Chester County, Tennessee",Chester County, Tennessee,107900,48752
"Claiborne County, Tennessee",Claiborne County, Tennessee,100750,43299.5
"Clay County, Tennessee",Clay County, Tennessee,92650,35915
"Cocke County, Tennessee",Cocke County, Tennessee,101900,41523.5
"Coffee County, Tennessee",Coffee County, Tennessee,111750,51149
"Crockett County, Tennessee",Crockett County, Tennessee,91750,44223
"Cumberland County, Tennessee",Cumberland County, Tennessee,138900,43771
"Davidson County, Tennessee",Davidson County, Tennessee,169300,62219
"Decatur County, Tennessee",Decatur County, Tennessee,92250,45616
"DeKalb County, Tennessee",DeKalb County, Tennessee,120100,45791
"Dickson County, Tennessee",Dickson County, Tennessee,139300,51565
"Dyer County, Tennessee",Dyer County, Tennessee,97500,52371.5
"Fayette County, Tennessee",Fayette County, Tennessee,178400,62925
"Fentress County, Tennessee",Fentress County, Tennessee,97750,35172
"Franklin County, Tennessee",Franklin County, Tennessee,110000,48676
"Gibson County, Tennessee",Gibson County, Tennessee,88850,44776.5
"Giles County, Tennessee",Giles County, Tennessee,108800,48832.5
"Grainger County, Tennessee",Grainger County, Tennessee,96700,41599
"Greene County, Tennessee",Greene County, Tennessee,109750,42465.5
"Grundy County, Tennessee",Grundy County, Tennessee,80050,33739.5
"Hamblen County, Tennessee",Hamblen County, Tennessee,122400,46098
"Hamilton County, Tennessee",Hamilton County, Tennessee,155900,61135.5
"Hancock County, Tennessee",Hancock County, Tennessee,82800,33888
"Hardeman County, Tennessee",Hardeman County, Tennessee,82350,39836
"Hardin County, Tennessee",Hardin County, Tennessee,97950,39988
"Hawkins County, Tennessee",Hawkins County, Tennessee,109200,45097
"Haywood County, Tennessee",Haywood County, Tennessee,100350,43167.5
"Henderson County, Tennessee",Henderson County, Tennessee,93100,48488.5
"Henry County, Tennessee",Henry County, Tennessee,94850,45113.5
"Hickman County, Tennessee",Hickman County, Tennessee,91800,42388.5
"Houston County, Tennessee",Houston County, Tennessee,93300,44978.5
"Humphreys County, Tennessee",Humphreys County, Tennessee,106950,50093.5
"Jackson County, Tennessee",Jackson County, Tennessee,100450,38021.5
"Jefferson County, Tennessee",Jefferson County, Tennessee,126750,48835.5
"Johnson County, Tennessee",Johnson County, Tennessee,113650,37201
"Knox County, Tennessee",Knox County, Tennessee,158300,60290
"Lake County, Tennessee",Lake County, Tennessee,71950,43225.5
"Lauderdale County, Tennessee",Lauderdale County, Tennessee,79950,40616
"Lawrence County, Tennessee",Lawrence County, Tennessee,98700,46996.5
"Lewis County, Tennessee",Lewis County, Tennessee,94550,42701
"Lincoln County, Tennessee",Lincoln County, Tennessee,108500,46484.5
"Loudon County, Tennessee",Loudon County, Tennessee,180150,58498.5
"McMinn County, Tennessee",McMinn County, Tennessee,112500,45553
"McNairy County, Tennessee",McNairy County, Tennessee,86150,38652
"Macon County, Tennessee",Macon County, Tennessee,101650,42796
"Madison County, Tennessee",Madison County, Tennessee,115250,56426
"Marion County, Tennessee",Marion County, Tennessee,118200,49174
"Marshall County, Tennessee",Marshall County, Tennessee,110300,50811.5
"Maury County, Tennessee",Maury County, Tennessee,137550,55610.5
"Meigs County, Tennessee",Meigs County, Tennessee,94950,42494.5
"Monroe County, Tennessee",Monroe County, Tennessee,112700,43093.5
"Montgomery County, Tennessee",Montgomery County, Tennessee,142050,57640
"Moore County, Tennessee",Moore County, Tennessee,152350,51270.5
"Morgan County, Tennessee",Morgan County, Tennessee,91800,46034.5
"Obion County, Tennessee",Obion County, Tennessee,86850,49721.5
"Overton County, Tennessee",Overton County, Tennessee,101850,45452
"Perry County, Tennessee",Perry County, Tennessee,80150,37860
"Pickett County, Tennessee",Pickett County, Tennessee,113450,48742.5
"Polk County, Tennessee",Polk County, Tennessee,110200,47934
"Putnam County, Tennessee",Putnam County, Tennessee,141050,48259.5
"Rhea County, Tennessee",Rhea County, Tennessee,104650,46961.5
"Roane County, Tennessee",Roane County, Tennessee,121650,51721.5
"Robertson County, Tennessee",Robertson County, Tennessee,157500,59025
"Rutherford County, Tennessee",Rutherford County, Tennessee,160300,64382
"Scott County, Tennessee",Scott County, Tennessee,84950,37142.5
"Sequatchie County, Tennessee",Sequatchie County, Tennessee,133800,49541.5
"Sevier County, Tennessee",Sevier County, Tennessee,153700,49796.5
"Shelby County, Tennessee",Shelby County, Tennessee,124500,60861.5
"Smith County, Tennessee",Smith County, Tennessee,112950,50606.5
"Stewart County, Tennessee",Stewart County, Tennessee,123850,43848.5
"Sullivan County, Tennessee",Sullivan County, Tennessee,123650,49557.5
"Sumner County, Tennessee",Sumner County, Tennessee,176900,63339.5
"Tipton County, Tennessee",Tipton County, Tennessee,128950,59170.5
"Trousdale County, Tennessee",Trousdale County, Tennessee,128900,48952.5
"Unicoi County, Tennessee",Unicoi County, Tennessee,106400,41228.5
"Union County, Tennessee",Union County, Tennessee,107300,43847
"Van Buren County, Tennessee",Van Buren County, Tennessee,90850,44874
"Warren County, Tennessee",Warren County, Tennessee,97600,44330
"Washington County, Tennessee",Washington County, Tennessee,143100,52499.5
"Wayne County, Tennessee",Wayne County, Tennessee,82450,37032.5
"Weakley County, Tennessee",Weakley County, Tennessee,94700,48096
"White County, Tennessee",White County, Tennessee,98650,39687
"Williamson County, Tennessee",Williamson County, Tennessee,339650,96171.5
"Wilson County, Tennessee",Wilson County, Tennessee,200550,67492.5
"Anderson County, Texas",Anderson County, Texas,83150,51805
"Andrews County, Texas",Andrews County, Texas,111450,79416.5
"Angelina County, Texas",Angelina County, Texas,91900,55411.5
"Aransas County, Texas",Aransas County, Texas,147850,51180.5
"Archer County, Texas",Archer County, Texas,110800,62855
"Armstrong County, Texas",Armstrong County, Texas,104200,66374
"Atascosa County, Texas",Atascosa County, Texas,97200,62747
"Austin County, Texas",Austin County, Texas,164600,68808.5
"Bailey County, Texas",Bailey County, Texas,58300,42911
"Bandera County, Texas",Bandera County, Texas,141050,56583
"Bastrop County, Texas",Bastrop County, Texas,126200,61602
"Baylor County, Texas",Baylor County, Texas,97950,49516.5
"Bee County, Texas",Bee County, Texas,76650,50472.5
"Bell County, Texas",Bell County, Texas,123800,62725.5
"Bexar County, Texas",Bexar County, Texas,120700,63298.5
"Blanco County, Texas",Blanco County, Texas,176850,65308
"Borden County, Texas",Borden County, Texas,112650,81146
"Bosque County, Texas",Bosque County, Texas,89250,53209
"Bowie County, Texas",Bowie County, Texas,101100,55599
"Brazoria County, Texas",Brazoria County, Texas,140250,78487.5
"Brazos County, Texas",Brazos County, Texas,155650,67255
"Brewster County, Texas",Brewster County, Texas,124400,52035
"Briscoe County, Texas",Briscoe County, Texas,63850,51354
"Brooks County, Texas",Brooks County, Texas,60200,38181.5
"Brown County, Texas",Brown County, Texas,94050,51240.5
"Burleson County, Texas",Burleson County, Texas,97200,59995
"Burnet County, Texas",Burnet County, Texas,159050,56977.5
"Caldwell County, Texas",Caldwell County, Texas,113800,58714.5
"Calhoun County, Texas",Calhoun County, Texas,100950,65173
"Callahan County, Texas",Callahan County, Texas,74050,46858.5
"Cameron County, Texas",Cameron County, Texas,79850,44483
"Camp County, Texas",Camp County, Texas,91450,53070.5
"Carson County, Texas",Carson County, Texas,98100,68259
"Cass County, Texas",Cass County, Texas,82850,47557.5
"Castro County, Texas",Castro County, Texas,70900,49327
"Chambers County, Texas",Chambers County, Texas,137100,72085
"Cherokee County, Texas",Cherokee County, Texas,86750,48928.5
"Childress County, Texas",Childress County, Texas,72100,49210.5
"Clay County, Texas",Clay County, Texas,85050,56212
"Cochran County, Texas",Cochran County, Texas,39150,40788.5
"Coke County, Texas",Coke County, Texas,76550,51398
"Coleman County, Texas",Coleman County, Texas,59500,40701.5
"Collin County, Texas",Collin County, Texas,220950,95962.5
"Collingsworth County, Texas",Collingsworth County, Texas,63850,50744
"Colorado County, Texas",Colorado County, Texas,114450,56471.5
"Comal County, Texas",Comal County, Texas,212650,73468.5
"Comanche County, Texas",Comanche County, Texas,73800,45988.5
"Concho County, Texas",Concho County, Texas,86650,56170.5
"Cooke County, Texas",Cooke County, Texas,127900,66551
"Coryell County, Texas",Coryell County, Texas,100750,58377
"Cottle County, Texas",Cottle County, Texas,48650,44504.5
"Crane County, Texas",Crane County, Texas,73600,67608
"Crockett County, Texas",Crockett County, Texas,80500,58480
"Crosby County, Texas",Crosby County, Texas,54650,47854.5
"Culberson County, Texas",Culberson County, Texas,61200,41067
"Dallam County, Texas",Dallam County, Texas,69450,48394
"Dallas County, Texas",Dallas County, Texas,128000,64987.5
"Dawson County, Texas",Dawson County, Texas,64550,54552
"Deaf Smith County, Texas",Deaf Smith County, Texas,85700,50951
"Delta County, Texas",Delta County, Texas,77350,50578
"Denton County, Texas",Denton County, Texas,190050,89391
"DeWitt County, Texas",DeWitt County, Texas,100900,60966
"Dickens County, Texas",Dickens County, Texas,73350,47604
"Dimmit County, Texas",Dimmit County, Texas,69650,49742.5
"Donley County, Texas",Donley County, Texas,62250,46329.5
"Duval County, Texas",Duval County, Texas,59500,47298
"Eastland County, Texas",Eastland County, Texas,67600,40669
"Ector County, Texas",Ector County, Texas,103250,70634
"Edwards County, Texas",Edwards County, Texas,73050,59834.5
"Ellis County, Texas",Ellis County, Texas,137450,71495.5
"El Paso County, Texas",El Paso County, Texas,110250,51283.5
"Erath County, Texas",Erath County, Texas,122600,54549
"Falls County, Texas",Falls County, Texas,69950,47654.5
"Fannin County, Texas",Fannin County, Texas,97050,56282
"Fayette County, Texas",Fayette County, Texas,138800,54935.5
"Fisher County, Texas",Fisher County, Texas,67050,51308
"Floyd County, Texas",Floyd County, Texas,68950,57321.5
"Fort Bend County, Texas",Fort Bend County, Texas,196000,92371.5
"Franklin County, Texas",Franklin County, Texas,103300,54043
"Freestone County, Texas",Freestone County, Texas,80450,55350.5
"Frio County, Texas",Frio County, Texas,70950,42964
"Gaines County, Texas",Gaines County, Texas,93550,69263
"Galveston County, Texas",Galveston County, Texas,144750,77111
"Garza County, Texas",Garza County, Texas,81400,56968.5
"Gillespie County, Texas",Gillespie County, Texas,239000,65912.5
"Glasscock County, Texas",Glasscock County, Texas,187250,92326
"Goliad County, Texas",Goliad County, Texas,118600,61882
"Gonzales County, Texas",Gonzales County, Texas,89700,53666.5
"Gray County, Texas",Gray County, Texas,78000,55324
"Grayson County, Texas",Grayson County, Texas,106750,58024.5
"Gregg County, Texas",Gregg County, Texas,123950,61970.5
"Grimes County, Texas",Grimes County, Texas,106050,54465.5
"Guadalupe County, Texas",Guadalupe County, Texas,148650,66595
"Hale County, Texas",Hale County, Texas,72950,54255
"Hall County, Texas",Hall County, Texas,48850,39973
"Hamilton County, Texas",Hamilton County, Texas,106100,55586.5
"Hansford County, Texas",Hansford County, Texas,87400,59823.5
"Hardeman County, Texas",Hardeman County, Texas,47300,57139.5
"Hardin County, Texas",Hardin County, Texas,104300,63070.5
"Harris County, Texas",Harris County, Texas,132500,72350
"Harrison County, Texas",Harrison County, Texas,114400,55568.5
"Hartley County, Texas",Hartley County, Texas,149200,69206
"Haskell County, Texas",Haskell County, Texas,52600,51338.5
"Hays County, Texas",Hays County, Texas,178050,73575.5
"Hemphill County, Texas",Hemphill County, Texas,137250,73406.5
"Henderson County, Texas",Henderson County, Texas,90150,49178.5
"Hidalgo County, Texas",Hidalgo County, Texas,82050,44828.5
"Hill County, Texas",Hill County, Texas,87300,52411.5
"Hockley County, Texas",Hockley County, Texas,85600,61774
"Hood County, Texas",Hood County, Texas,146650,61982.5
"Hopkins County, Texas",Hopkins County, Texas,98000,55261.5
"Houston County, Texas",Houston County, Texas,76600,47752
"Howard County, Texas",Howard County, Texas,77650,60606
"Hudspeth County, Texas",Hudspeth County, Texas,49000,31745.5
"Hunt County, Texas",Hunt County, Texas,93600,55608.5
"Hutchinson County, Texas",Hutchinson County, Texas,77200,62166.5
"Irion County, Texas",Irion County, Texas,116100,63081
"Jack County, Texas",Jack County, Texas,76800,61091
"Jackson County, Texas",Jackson County, Texas,87650,60692
"Jasper County, Texas",Jasper County, Texas,98300,56924
"Jeff Davis County, Texas",Jeff Davis County, Texas,122000,53099
"Jefferson County, Texas",Jefferson County, Texas,101800,56830.5
"Jim Hogg County, Texas",Jim Hogg County, Texas,75250,45368.5
"Jim Wells County, Texas",Jim Wells County, Texas,81150,63636
"Johnson County, Texas",Johnson County, Texas,116500,65347
"Jones County, Texas",Jones County, Texas,70000,52427.5
"Karnes County, Texas",Karnes County, Texas,87600,56948.5
"Kaufman County, Texas",Kaufman County, Texas,124700,63760
"Kendall County, Texas",Kendall County, Texas,279550,82896
"Kent County, Texas",Kent County, Texas,72250,66071.5
"Kerr County, Texas",Kerr County, Texas,158300,54347
"Kimble County, Texas",Kimble County, Texas,84350,54725.5
"Kinney County, Texas",Kinney County, Texas,82700,45594
"Kleberg County, Texas",Kleberg County, Texas,86200,58441.5
"Knox County, Texas",Knox County, Texas,48250,53736
"Lamar County, Texas",Lamar County, Texas,86300,54167
"Lamb County, Texas",Lamb County, Texas,63150,47331.5
"Lampasas County, Texas",Lampasas County, Texas,132950,57321.5
"La Salle County, Texas",La Salle County, Texas,76850,46733.5
"Lavaca County, Texas",Lavaca County, Texas,120500,56647
"Lee County, Texas",Lee County, Texas,116250,64124.5
"Leon County, Texas",Leon County, Texas,103550,59922
"Liberty County, Texas",Liberty County, Texas,92150,56888
"Limestone County, Texas",Limestone County, Texas,83600,46896.5
"Lipscomb County, Texas",Lipscomb County, Texas,94450,71395
"Live Oak County, Texas",Live Oak County, Texas,88950,51036
"Llano County, Texas",Llano County, Texas,160550,58673.5
"Lubbock County, Texas",Lubbock County, Texas,109050,62082.5
"Lynn County, Texas",Lynn County, Texas,74400,53227.5
"McCulloch County, Texas",McCulloch County, Texas,74600,54881
"McLennan County, Texas",McLennan County, Texas,112050,58322
"Madison County, Texas",Madison County, Texas,105150,47794.5
"Marion County, Texas",Marion County, Texas,88950,45211
"Martin County, Texas",Martin County, Texas,107600,68456.5
"Mason County, Texas",Mason County, Texas,152950,47495
"Matagorda County, Texas",Matagorda County, Texas,92500,56002
"Maverick County, Texas",Maverick County, Texas,94600,42369.5
"Medina County, Texas",Medina County, Texas,123550,63810
"Menard County, Texas",Menard County, Texas,56150,43625.5
"Midland County, Texas",Midland County, Texas,161550,80480.5
"Milam County, Texas",Milam County, Texas,81950,54959.5
"Mills County, Texas",Mills County, Texas,115450,49095.5
"Mitchell County, Texas",Mitchell County, Texas,56650,60669.5
"Montague County, Texas",Montague County, Texas,96200,52792
"Montgomery County, Texas",Montgomery County, Texas,168750,77185.5
"Moore County, Texas",Moore County, Texas,96750,55386
"Morris County, Texas",Morris County, Texas,74450,49432.5
"Nacogdoches County, Texas",Nacogdoches County, Texas,109950,57897
"Navarro County, Texas",Navarro County, Texas,81150,52406
"Newton County, Texas",Newton County, Texas,90550,45951.5
"Nolan County, Texas",Nolan County, Texas,60400,54471.5
"Nueces County, Texas",Nueces County, Texas,109200,64500
"Ochiltree County, Texas",Ochiltree County, Texas,88350,58899.5
"Oldham County, Texas",Oldham County, Texas,82450,52385.5
"Orange County, Texas",Orange County, Texas,103350,59261
"Palo Pinto County, Texas",Palo Pinto County, Texas,87350,53296
"Panola County, Texas",Panola County, Texas,98950,60255.5
"Parker County, Texas",Parker County, Texas,157500,75696.5
"Parmer County, Texas",Parmer County, Texas,93950,53050.5
"Pecos County, Texas",Pecos County, Texas,77600,59452
"Polk County, Texas",Polk County, Texas,83200,51725.5
"Potter County, Texas",Potter County, Texas,86750,48879.5
"Presidio County, Texas",Presidio County, Texas,61850,41475.5
"Rains County, Texas",Rains County, Texas,115050,52043.5
"Randall County, Texas",Randall County, Texas,147050,71299
"Reagan County, Texas",Reagan County, Texas,88500,70703
"Real County, Texas",Real County, Texas,105650,48239
"Red River County, Texas",Red River County, Texas,73200,43140.5
"Reeves County, Texas",Reeves County, Texas,57950,52252
"Refugio County, Texas",Refugio County, Texas,77150,60701.5
"Roberts County, Texas",Roberts County, Texas,106250,60757.5
"Robertson County, Texas",Robertson County, Texas,93250,58870.5
"Rockwall County, Texas",Rockwall County, Texas,189350,84319.5
"Runnels County, Texas",Runnels County, Texas,70600,51714.5
"Rusk County, Texas",Rusk County, Texas,100450,56424
"Sabine County, Texas",Sabine County, Texas,110950,48362.5
"San Augustine County, Texas",San Augustine County, Texas,75300,37321.5
"San Jacinto County, Texas",San Jacinto County, Texas,90600,47956
"San Patricio County, Texas",San Patricio County, Texas,96650,61236
"San Saba County, Texas",San Saba County, Texas,75450,46690
"Schleicher County, Texas",Schleicher County, Texas,82950,72514.5
"Scurry County, Texas",Scurry County, Texas,92200,66338
"Shackelford County, Texas",Shackelford County, Texas,91750,58511
"Shelby County, Texas",Shelby County, Texas,74950,50207.5
"Sherman County, Texas",Sherman County, Texas,78600,60927
"Smith County, Texas",Smith County, Texas,125500,57191.5
"Somervell County, Texas",Somervell County, Texas,146650,55013
"Starr County, Texas",Starr County, Texas,74300,36468
"Stephens County, Texas",Stephens County, Texas,84250,49728.5
"Sterling County, Texas",Sterling County, Texas,83700,55562.5
"Stonewall County, Texas",Stonewall County, Texas,50750,53163.5
"Sutton County, Texas",Sutton County, Texas,92150,53473.5
"Swisher County, Texas",Swisher County, Texas,65150,46314
"Tarrant County, Texas",Tarrant County, Texas,133200,71677.5
"Taylor County, Texas",Taylor County, Texas,102500,57226
"Terrell County, Texas",Terrell County, Texas,68500,59599.5
"Terry County, Texas",Terry County, Texas,68700,47337
"Throckmorton County, Texas",Throckmorton County, Texas,67600,67166.5
"Titus County, Texas",Titus County, Texas,94350,53390.5
"Tom Green County, Texas",Tom Green County, Texas,106500,57281
"Travis County, Texas",Travis County, Texas,235900,83340.5
"Trinity County, Texas",Trinity County, Texas,87400,45500
"Tyler County, Texas",Tyler County, Texas,83950,54738
"Upshur County, Texas",Upshur County, Texas,95950,54804
"Upton County, Texas",Upton County, Texas,57750,56101.5
"Uvalde County, Texas",Uvalde County, Texas,82550,50708
"Val Verde County, Texas",Val Verde County, Texas,96700,53558.5
"Van Zandt County, Texas",Van Zandt County, Texas,103400,52694
"Victoria County, Texas",Victoria County, Texas,119300,65577
"Walker County, Texas",Walker County, Texas,120700,59462
"Waller County, Texas",Waller County, Texas,135950,66886.5
"Ward County, Texas",Ward County, Texas,74650,64672.5
"Washington County, Texas",Washington County, Texas,153400,60693.5
"Webb County, Texas",Webb County, Texas,104750,49662.5
"Wharton County, Texas",Wharton County, Texas,103900,60276
"Wheeler County, Texas",Wheeler County, Texas,91650,57958.5
"Wichita County, Texas",Wichita County, Texas,90250,57527.5
"Wilbarger County, Texas",Wilbarger County, Texas,67550,51513
"Willacy County, Texas",Willacy County, Texas,55550,37162.5
"Williamson County, Texas",Williamson County, Texas,197000,81436
"Wilson County, Texas",Wilson County, Texas,153050,70269
"Winkler County, Texas",Winkler County, Texas,55100,66303.5
"Wise County, Texas",Wise County, Texas,121550,63893
"Wood County, Texas",Wood County, Texas,112150,51776.5
"Yoakum County, Texas",Yoakum County, Texas,83050,68191
"Young County, Texas",Young County, Texas,79900,60405
"Zapata County, Texas",Zapata County, Texas,70400,47979.5
"Zavala County, Texas",Zavala County, Texas,49250,42708.5
"Beaver County, Utah",Beaver County, Utah,146700,56849
"Box Elder County, Utah",Box Elder County, Utah,165050,59287
"Cache County, Utah",Cache County, Utah,191200,62122
"Carbon County, Utah",Carbon County, Utah,122850,55736.5
"Daggett County, Utah",Daggett County, Utah,174600,63437.5
"Davis County, Utah",Davis County, Utah,224350,75581
"Duchesne County, Utah",Duchesne County, Utah,171400,64013
"Emery County, Utah",Emery County, Utah,132400,55761.5
"Garfield County, Utah",Garfield County, Utah,152850,47536.5
"Grand County, Utah",Grand County, Utah,222850,47709
"Iron County, Utah",Iron County, Utah,164100,53775
"Juab County, Utah",Juab County, Utah,165550,51671
"Kane County, Utah",Kane County, Utah,175900,49875
"Millard County, Utah",Millard County, Utah,137400,56437
"Morgan County, Utah",Morgan County, Utah,265300,79104
"Piute County, Utah",Piute County, Utah,139200,36048
"Rich County, Utah",Rich County, Utah,176400,59687.5
"Salt Lake County, Utah",Salt Lake County, Utah,235750,71013
"San Juan County, Utah",San Juan County, Utah,143400,48406.5
"Sanpete County, Utah",Sanpete County, Utah,162950,53511.5
"Sevier County, Utah",Sevier County, Utah,147600,48865
"Summit County, Utah",Summit County, Utah,483750,101066
"Tooele County, Utah",Tooele County, Utah,171400,61615.5
"Uintah County, Utah",Uintah County, Utah,185850,66493
"Utah County, Utah",Utah County, Utah,227350,71182
"Wasatch County, Utah",Wasatch County, Utah,316200,69743
"Washington County, Utah",Washington County, Utah,211150,55232
"Wayne County, Utah",Wayne County, Utah,199000,41924
"Weber County, Utah",Weber County, Utah,166950,63076.5
"Addison County, Vermont",Addison County, Vermont,234650,63231
"Bennington County, Vermont",Bennington County, Vermont,210350,55820.5
"Caledonia County, Vermont",Caledonia County, Vermont,160750,52342.5
"Chittenden County, Vermont",Chittenden County, Vermont,267600,77096.5
"Essex County, Vermont",Essex County, Vermont,124000,44399.5
"Franklin County, Vermont",Franklin County, Vermont,196100,63012
"Grand Isle County, Vermont",Grand Isle County, Vermont,265900,67262
"Lamoille County, Vermont",Lamoille County, Vermont,215550,59662
"Orange County, Vermont",Orange County, Vermont,187800,57489.5
"Orleans County, Vermont",Orleans County, Vermont,153850,48163.5
"Rutland County, Vermont",Rutland County, Vermont,177950,57375.5
"Washington County, Vermont",Washington County, Vermont,208700,66218
"Windham County, Vermont",Windham County, Vermont,208100,58219
"Windsor County, Vermont",Windsor County, Vermont,211900,61007.5
"Accomack County, Virginia",Accomack County, Virginia,146350,47024
"Albemarle County, Virginia",Albemarle County, Virginia,308650,80698
"Alleghany County, Virginia",Alleghany County, Virginia,112000,53099.5
"Amelia County, Virginia",Amelia County, Virginia,165250,61299.5
"Amherst County, Virginia",Amherst County, Virginia,145700,51338.5
"Appomattox County, Virginia",Appomattox County, Virginia,144400,53575
"Augusta County, Virginia",Augusta County, Virginia,194150,56907
"Bath County, Virginia",Bath County, Virginia,133900,49689
"Bedford County, Virginia",Bedford County, Virginia,193050,59319
"Bland County, Virginia",Bland County, Virginia,103000,53898
"Botetourt County, Virginia",Botetourt County, Virginia,202500,63187.5
"Brunswick County, Virginia",Brunswick County, Virginia,97900,41685.5
"Buchanan County, Virginia",Buchanan County, Virginia,73500,38769.5
"Buckingham County, Virginia",Buckingham County, Virginia,129250,48074.5
"Campbell County, Virginia",Campbell County, Virginia,142250,52352
"Caroline County, Virginia",Caroline County, Virginia,179600,61730
"Carroll County, Virginia",Carroll County, Virginia,107500,42293
"Charles City County, Virginia",Charles City County, Virginia,152050,53393.5
"Charlotte County, Virginia",Charlotte County, Virginia,98700,39519
"Chesterfield County, Virginia",Chesterfield County, Virginia,211900,74648
"Clarke County, Virginia",Clarke County, Virginia,315200,81603.5
